timestamp,state
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
6.699999999999992,"[-89.7642589451028, -95.03218110707813, 0.47305601417520543, 1.998280991088566, 0.0]"
